"id_year","year","month","state","latitude","longitude","firespots"
to_2000,2000,6,TOCANTINS,-8.437856,-48.696163,11
ac_2000,2000,7,ACRE,-9.66667,-68.215,1
am_2000,2000,7,AMAZONAS,-7.5547676,-62.827522,39
ma_2000,2000,7,MARANHAO,-4.551391,-47.01413,48
ma_2000,2000,7,MATO GROSSO,-11.607409,-55.80091,851
pa_2000,2000,7,PARA,-7.232116,-52.415382,426
ro_2000,2000,7,RONDONIA,-10.701318,-62.641964,120
to_2000,2000,7,TOCANTINS,-7.2365694,-48.403973,25
ac_2000,2000,8,ACRE,-10.032209,-67.853714,136
am_2000,2000,8,AMAPA,0.65213,-51.1889,3
am_2000,2000,8,AMAZONAS,-6.5250177,-62.291473,180
ma_2000,2000,8,MARANHAO,-4.5849867,-46.73302,140
ma_2000,2000,8,MATO GROSSO,-10.922061,-55.620205,4366
pa_2000,2000,8,PARA,-7.3407664,-51.162727,5484
ro_2000,2000,8,RONDONIA,-11.311089,-62.347294,2200
ro_2000,2000,8,RORAIMA,2.8423178,-61.078445,9
to_2000,2000,8,TOCANTINS,-7.640193,-48.67955,273
ac_2000,2000,9,ACRE,-9.722745,-68.17837,261
am_2000,2000,9,AMAPA,0.3849716,-51.263157,19
am_2000,2000,9,AMAZONAS,-8.033044,-66.62311,193
ma_2000,2000,9,MARANHAO,-4.1464643,-46.48158,255
ma_2000,2000,9,MATO GROSSO,-11.408492,-55.472317,3901
pa_2000,2000,9,PARA,-6.322754,-50.307446,2569
ro_2000,2000,9,RONDONIA,-11.058603,-62.511436,2440
ro_2000,2000,9,RORAIMA,2.9613693,-60.637875,12
to_2000,2000,9,TOCANTINS,-7.552127,-48.7361,412
ac_2000,2000,10,ACRE,-10.002793,-68.89025,18
am_2000,2000,10,AMAPA,0.79316264,-51.3128,42
am_2000,2000,10,AMAZONAS,-5.591062,-62.457966,145
ma_2000,2000,10,MARANHAO,-4.4616494,-46.57341,1072
ma_2000,2000,10,MATO GROSSO,-12.31972,-56.190514,3898
pa_2000,2000,10,PARA,-4.0175996,-50.15866,4308
ro_2000,2000,10,RONDONIA,-10.887921,-62.706944,641
ro_2000,2000,10,RORAIMA,3.2483463,-60.69302,25
to_2000,2000,10,TOCANTINS,-6.478072,-48.538074,77
am_2000,2000,11,AMAPA,1.2218632,-51.25117,157
am_2000,2000,11,AMAZONAS,-4.4529653,-59.89807,27
ma_2000,2000,11,MARANHAO,-3.5006475,-45.98203,1657
ma_2000,2000,11,MATO GROSSO,-13.482188,-57.002857,233
pa_2000,2000,11,PARA,-3.2506526,-49.9766,3366
ro_2000,2000,11,RONDONIA,-12.067262,-63.004814,13
ro_2000,2000,11,RORAIMA,1.9130406,-60.01639,32
to_2000,2000,11,TOCANTINS,-6.231993,-48.59116,12
am_2000,2000,12,AMAPA,0.38952833,-51.0966,30
am_2000,2000,12,AMAZONAS,-2.5820348,-58.267803,60
ma_2000,2000,12,MARANHAO,-2.812511,-45.792053,1275
ma_2000,2000,12,MATO GROSSO,-14.431908,-57.46283,25
pa_2000,2000,12,PARA,-2.5805705,-49.705345,1697
ro_2000,2000,12,RONDONIA,-11.0535145,-62.620228,7
ro_2000,2000,12,RORAIMA,1.4075224,-60.074036,77
to_2000,2000,12,TOCANTINS,-6.525835,-48.33155,4
am_2001,2001,1,AMAZONAS,-2.8072233,-59.736668,3
ma_2001,2001,1,MARANHAO,-3.661666,-45.70249,10
ma_2001,2001,1,MATO GROSSO,-13.883041,-56.746952,17
pa_2001,2001,1,PARA,-3.5742648,-49.60093,34
ro_2001,2001,1,RORAIMA,2.965132,-60.77474,101
am_2001,2001,2,AMAZONAS,-2.993125,-63.134987,8
ma_2001,2001,2,MATO GROSSO,-12.438274,-55.709255,27
pa_2001,2001,2,PARA,-5.6036468,-49.982807,16
ro_2001,2001,2,RONDONIA,-10.867515,-64.75665,2
ro_2001,2001,2,RORAIMA,2.1073272,-60.784344,646
am_2001,2001,3,AMAZONAS,-3.3358316,-62.3875,6
ma_2001,2001,3,MATO GROSSO,-13.961591,-57.18468,21
ro_2001,2001,3,RORAIMA,2.6032398,-61.012486,1107
am_2001,2001,4,AMAZONAS,-4.825,-65.1783,1
ma_2001,2001,4,MARANHAO,-3.34333,-45.5133,1
ma_2001,2001,4,MATO GROSSO,-12.42915,-55.083344,235
ro_2001,2001,4,RORAIMA,2.7552106,-60.98939,380
ma_2001,2001,5,MARANHAO,-3.24833,-46.1483,1
ma_2001,2001,5,MATO GROSSO,-12.232148,-55.2439,893
pa_2001,2001,5,PARA,-6.531904,-50.6331,7
ro_2001,2001,5,RONDONIA,-11.120328,-61.54234,5
ro_2001,2001,5,RORAIMA,3.6288888,-61.312035,9
to_2001,2001,5,TOCANTINS,-7.61667,-48.4733,1
ac_2001,2001,6,ACRE,-7.57833,-72.95,1
am_2001,2001,6,AMAZONAS,-8.349666,-63.99034,5
ma_2001,2001,6,MARANHAO,-4.484997,-47.235565,3
ma_2001,2001,6,MATO GROSSO,-11.902295,-55.75827,4137
pa_2001,2001,6,PARA,-7.1732926,-50.26123,42
ro_2001,2001,6,RONDONIA,-10.9434395,-62.459576,31
ro_2001,2001,6,RORAIMA,2.42667,-60.04,1
to_2001,2001,6,TOCANTINS,-7.7128587,-48.658344,7
ac_2001,2001,7,ACRE,-10.152766,-67.6761,3
am_2001,2001,7,AMAPA,2.43167,-51.27,1
am_2001,2001,7,AMAZONAS,-7.1220365,-61.614624,9
ma_2001,2001,7,MARANHAO,-4.573788,-47.021473,77
ma_2001,2001,7,MATO GROSSO,-11.624737,-55.891674,918
pa_2001,2001,7,PARA,-6.6664033,-52.043613,709
ro_2001,2001,7,RONDONIA,-11.206084,-62.328262,74
ro_2001,2001,7,RORAIMA,3.3,-60.8633,1
to_2001,2001,7,TOCANTINS,-7.5825,-48.51883,24
ac_2001,2001,8,ACRE,-9.841483,-68.20941,399
am_2001,2001,8,AMAPA,1.0625,-50.988182,12
am_2001,2001,8,AMAZONAS,-7.077375,-62.594856,499
ma_2001,2001,8,MARANHAO,-4.4319572,-46.72742,367
ma_2001,2001,8,MATO GROSSO,-11.099443,-56.647842,4997
pa_2001,2001,8,PARA,-6.8821287,-51.238956,9042
ro_2001,2001,8,RONDONIA,-10.688898,-63.034405,2132
ro_2001,2001,8,RORAIMA,3.35,-59.918324,4
to_2001,2001,8,TOCANTINS,-6.8290014,-48.5416,227
ac_2001,2001,9,ACRE,-9.923437,-67.81201,288
am_2001,2001,9,AMAPA,1.2778243,-50.869057,95
am_2001,2001,9,AMAZONAS,-7.1360316,-64.05108,168
ma_2001,2001,9,MARANHAO,-4.234081,-46.33465,952
ma_2001,2001,9,MATO GROSSO,-11.604138,-55.97381,5020
pa_2001,2001,9,PARA,-5.863211,-50.069847,6136
ro_2001,2001,9,RONDONIA,-11.350384,-62.808903,1929
ro_2001,2001,9,RORAIMA,4.125,-60.6633,1
to_2001,2001,9,TOCANTINS,-7.0770392,-48.554615,939
ac_2001,2001,10,ACRE,-9.997676,-68.047264,137
am_2001,2001,10,AMAPA,1.3626332,-51.00619,193
am_2001,2001,10,AMAZONAS,-4.043815,-59.947403,332
ma_2001,2001,10,MARANHAO,-4.1336274,-46.140453,3254
ma_2001,2001,10,MATO GROSSO,-12.684706,-56.51103,4300
pa_2001,2001,10,PARA,-3.7277036,-50.319134,5102
ro_2001,2001,10,RONDONIA,-10.908217,-62.97818,796
ro_2001,2001,10,RORAIMA,1.676667,-60.201286,13
to_2001,2001,10,TOCANTINS,-6.41799,-48.48601,165
ac_2001,2001,11,ACRE,-7.78,-72.36,1
am_2001,2001,11,AMAPA,1.1271961,-51.037586,406
am_2001,2001,11,AMAZONAS,-2.449652,-60.91993,244
ma_2001,2001,11,MARANHAO,-3.593865,-45.99504,2348
ma_2001,2001,11,MATO GROSSO,-14.306403,-57.780857,208
pa_2001,2001,11,PARA,-3.0746553,-50.63098,4936
ro_2001,2001,11,RONDONIA,-10.977605,-63.247246,92
ro_2001,2001,11,RORAIMA,2.2230484,-60.39996,76
to_2001,2001,11,TOCANTINS,-6.4451904,-48.5068,35
am_2001,2001,12,AMAPA,1.1710737,-50.70157,593
am_2001,2001,12,AMAZONAS,-3.0852277,-58.049393,22
ma_2001,2001,12,MARANHAO,-2.8454814,-45.91014,966
ma_2001,2001,12,MATO GROSSO,-12.895379,-56.43416,22
pa_2001,2001,12,PARA,-2.2929165,-50.12972,2566
ro_2001,2001,12,RONDONIA,-9.69833,-62.8183,1
ro_2001,2001,12,RORAIMA,1.7010965,-60.084126,76
to_2001,2001,12,TOCANTINS,-5.8505,-48.34884,10
am_2002,2002,1,AMAPA,0.86214143,-50.757385,7
am_2002,2002,1,AMAZONAS,-4.072647,-62.48706,17
ma_2002,2002,1,MARANHAO,-3.4286358,-46.54788,22
ma_2002,2002,1,MATO GROSSO,-14.061573,-57.491352,90
pa_2002,2002,1,PARA,-2.8619564,-51.523655,144
ro_2002,2002,1,RONDONIA,-11.517772,-61.641384,6
ro_2002,2002,1,RORAIMA,2.6654305,-60.413715,302
to_2002,2002,1,TOCANTINS,-6.444165,-48.55335,2
ac_2002,2002,2,ACRE,-8.6,-69.7767,1
am_2002,2002,2,AMAPA,-0.185,-51.5242,2
am_2002,2002,2,AMAZONAS,-0.379165,-62.93835,2
ma_2002,2002,2,MARANHAO,-4.194326,-46.854687,42
ma_2002,2002,2,MATO GROSSO,-12.425785,-54.118893,15
pa_2002,2002,2,PARA,-4.099597,-49.154415,120
ro_2002,2002,2,RONDONIA,-9.631662,-63.81355,8
ro_2002,2002,2,RORAIMA,2.0304623,-60.49897,476
to_2002,2002,2,TOCANTINS,-6.89167,-48.9967,1
am_2002,2002,3,AMAZONAS,-2.018,-60.12466,5
ma_2002,2002,3,MARANHAO,-3.684165,-45.68415,2
ma_2002,2002,3,MATO GROSSO,-12.904339,-55.46307,58
pa_2002,2002,3,PARA,-5.425715,-50.4925,14
ro_2002,2002,3,RONDONIA,-10.1667,-64.955,1
ro_2002,2002,3,RORAIMA,2.5176659,-60.886673,819
to_2002,2002,3,TOCANTINS,-6.783335,-48.4625,2
am_2002,2002,4,AMAZONAS,-3.05833,-63.65833,2
ma_2002,2002,4,MARANHAO,-3.4404757,-45.28738,7
ma_2002,2002,4,MATO GROSSO,-12.501808,-55.382122,341
pa_2002,2002,4,PARA,-8.166819,-49.723637,11
ro_2002,2002,4,RONDONIA,-10.33389,-62.278885,3
ro_2002,2002,4,RORAIMA,3.0439026,-61.028214,41
am_2002,2002,5,AMAPA,2.7766666,-51.738888,3
am_2002,2002,5,AMAZONAS,-5.85104,-64.30542,8
ma_2002,2002,5,MARANHAO,-4.0414586,-46.39771,8
ma_2002,2002,5,MATO GROSSO,-12.229797,-55.284885,1433
pa_2002,2002,5,PARA,-6.3339815,-50.61111,18
ro_2002,2002,5,RONDONIA,-12.507668,-60.058113,15
to_2002,2002,5,TOCANTINS,-7.220668,-48.458668,5
am_2002,2002,6,AMAZONAS,-8.011,-63.595333,5
ma_2002,2002,6,MARANHAO,-4.541666,-47.387253,26
ma_2002,2002,6,MATO GROSSO,-11.863177,-55.451633,5372
pa_2002,2002,6,PARA,-7.449273,-50.845875,149
ro_2002,2002,6,RONDONIA,-10.716504,-62.403664,143
to_2002,2002,6,TOCANTINS,-7.2219043,-48.40071,7
ac_2002,2002,7,ACRE,-9.386197,-69.23658,76
am_2002,2002,7,AMAPA,0.79211,-51.49189,3
am_2002,2002,7,AMAZONAS,-6.005516,-62.446785,405
ma_2002,2002,7,MARANHAO,-3.6450016,-46.0661,198
ma_2002,2002,7,MATO GROSSO,-11.138792,-56.033382,8408
pa_2002,2002,7,PARA,-5.797776,-51.86362,1982
ro_2002,2002,7,RONDONIA,-10.643773,-62.763287,995
ro_2002,2002,7,RORAIMA,3.5295455,-60.85109,11
to_2002,2002,7,TOCANTINS,-7.021371,-48.47926,27
ac_2002,2002,8,ACRE,-9.333059,-69.36649,1486
am_2002,2002,8,AMAPA,1.2941468,-51.162907,25
am_2002,2002,8,AMAZONAS,-6.49371,-63.174397,2108
ma_2002,2002,8,MARANHAO,-3.6613111,-46.03866,663
ma_2002,2002,8,MATO GROSSO,-10.646819,-55.591125,23642
pa_2002,2002,8,PARA,-7.272872,-51.73723,37926
ro_2002,2002,8,RONDONIA,-10.659393,-62.77549,7375
ro_2002,2002,8,RORAIMA,2.47619,-60.529034,21
to_2002,2002,8,TOCANTINS,-7.1348605,-48.57131,434
ac_2002,2002,9,ACRE,-9.687543,-68.92234,5137
am_2002,2002,9,AMAPA,1.2662907,-50.932022,211
am_2002,2002,9,AMAZONAS,-6.426119,-63.846832,3679
ma_2002,2002,9,MARANHAO,-3.7022548,-46.244926,1298
ma_2002,2002,9,MATO GROSSO,-11.716144,-56.02653,23385
pa_2002,2002,9,PARA,-5.8943624,-50.456673,22054
ro_2002,2002,9,RONDONIA,-11.007744,-62.702072,22133
ro_2002,2002,9,RORAIMA,3.41929,-60.628426,131
to_2002,2002,9,TOCANTINS,-7.3616185,-48.640217,1490
ac_2002,2002,10,ACRE,-9.814015,-68.63091,1129
am_2002,2002,10,AMAPA,1.5737435,-51.220284,894
am_2002,2002,10,AMAZONAS,-4.605382,-61.035305,2297
ma_2002,2002,10,MARANHAO,-4.1706867,-46.23403,4909
ma_2002,2002,10,MATO GROSSO,-12.293828,-56.839622,13177
pa_2002,2002,10,PARA,-4.1617956,-50.611927,15718
ro_2002,2002,10,RONDONIA,-11.027984,-62.77094,7305
ro_2002,2002,10,RORAIMA,3.4582577,-60.544346,309
to_2002,2002,10,TOCANTINS,-6.4857802,-48.43861,591
ac_2002,2002,11,ACRE,-10.0419655,-68.49624,153
am_2002,2002,11,AMAPA,0.8939778,-51.139946,2148
am_2002,2002,11,AMAZONAS,-3.4985902,-59.678833,1395
ma_2002,2002,11,MARANHAO,-3.525172,-45.85358,9251
ma_2002,2002,11,MATO GROSSO,-12.707937,-56.45948,2851
pa_2002,2002,11,PARA,-2.8213842,-50.778366,20777
ro_2002,2002,11,RONDONIA,-11.063594,-62.79002,1026
ro_2002,2002,11,RORAIMA,2.9997685,-60.42109,288
to_2002,2002,11,TOCANTINS,-6.489298,-48.457928,28
ac_2002,2002,12,ACRE,-9.497666,-69.882,3
am_2002,2002,12,AMAPA,0.5553517,-51.16258,437
am_2002,2002,12,AMAZONAS,-2.8637714,-60.164112,280
ma_2002,2002,12,MARANHAO,-3.0033443,-45.820103,4422
ma_2002,2002,12,MATO GROSSO,-12.367553,-55.55496,908
pa_2002,2002,12,PARA,-2.582711,-49.9979,7936
ro_2002,2002,12,RONDONIA,-11.689765,-62.651867,122
ro_2002,2002,12,RORAIMA,1.9004779,-60.29448,447
to_2002,2002,12,TOCANTINS,-6.728524,-48.599525,14
ac_2003,2003,1,ACRE,-8.158643,-71.77479,14
am_2003,2003,1,AMAPA,-0.2975143,-51.711227,35
am_2003,2003,1,AMAZONAS,-1.9383852,-63.47632,379
ma_2003,2003,1,MARANHAO,-3.2678738,-46.07247,404
ma_2003,2003,1,MATO GROSSO,-12.41411,-55.1411,597
pa_2003,2003,1,PARA,-2.619302,-50.263695,1440
ro_2003,2003,1,RONDONIA,-11.107957,-63.497665,69
ro_2003,2003,1,RORAIMA,1.809795,-60.516045,761
to_2003,2003,1,TOCANTINS,-7.1002,-48.6262,5
am_2003,2003,2,AMAZONAS,-0.8021938,-64.20937,129
ma_2003,2003,2,MARANHAO,-4.881,-45.598,1
ma_2003,2003,2,MATO GROSSO,-12.426283,-55.577103,343
pa_2003,2003,2,PARA,-4.4715652,-51.740913,23
ro_2003,2003,2,RONDONIA,-11.546714,-63.001,14
ro_2003,2003,2,RORAIMA,1.8526454,-60.755096,1063
am_2003,2003,3,AMAPA,1.3802,-51.5178,5
am_2003,2003,3,AMAZONAS,-1.5317979,-64.135254,94
ma_2003,2003,3,MARANHAO,-3.7925,-45.9965,2
ma_2003,2003,3,MATO GROSSO,-12.503953,-55.389214,364
pa_2003,2003,3,PARA,-2.5205715,-51.58364,28
ro_2003,2003,3,RONDONIA,-11.054833,-62.106335,12
ro_2003,2003,3,RORAIMA,2.4464045,-61.181976,1486
to_2003,2003,3,TOCANTINS,-6.4213333,-48.9385,6
ac_2003,2003,4,ACRE,-9.6902,-70.201,5
am_2003,2003,4,AMAPA,1.2426667,-50.763668,3
am_2003,2003,4,AMAZONAS,-2.7949524,-62.474308,42
ma_2003,2003,4,MARANHAO,-3.7715,-45.952667,6
ma_2003,2003,4,MATO GROSSO,-12.39604,-54.980583,596
pa_2003,2003,4,PARA,-4.082643,-49.53043,14
ro_2003,2003,4,RONDONIA,-11.266334,-62.541443,18
ro_2003,2003,4,RORAIMA,2.7132769,-61.04947,354
ac_2003,2003,5,ACRE,-9.949278,-68.9,18
am_2003,2003,5,AMAPA,-0.465,-51.853,1
am_2003,2003,5,AMAZONAS,-5.5855,-62.205418,24
ma_2003,2003,5,MARANHAO,-3.0955715,-45.943172,35
ma_2003,2003,5,MATO GROSSO,-12.248965,-55.034615,1684
pa_2003,2003,5,PARA,-3.3528662,-49.81558,112
ro_2003,2003,5,RONDONIA,-11.255823,-62.062824,102
ro_2003,2003,5,RORAIMA,3.7321668,-61.038166,6
to_2003,2003,5,TOCANTINS,-8.102,-49.04,1
ac_2003,2003,6,ACRE,-9.3660555,-69.24089,18
am_2003,2003,6,AMAPA,0.882,-51.104,3
am_2003,2003,6,AMAZONAS,-3.764139,-60.065,36
ma_2003,2003,6,MARANHAO,-3.18075,-45.972656,76
ma_2003,2003,6,MATO GROSSO,-12.07099,-55.273247,6072
pa_2003,2003,6,PARA,-4.0282755,-49.539864,403
ro_2003,2003,6,RONDONIA,-11.888598,-61.765213,229
ro_2003,2003,6,RORAIMA,3.112,-61.13625,4
to_2003,2003,6,TOCANTINS,-7.789143,-48.425858,7
ac_2003,2003,7,ACRE,-9.594759,-68.74016,427
am_2003,2003,7,AMAPA,0.245,-50.964,1
am_2003,2003,7,AMAZONAS,-6.9315085,-62.881195,655
ma_2003,2003,7,MARANHAO,-3.8874469,-45.99481,226
ma_2003,2003,7,MATO GROSSO,-11.332508,-56.068527,9058
pa_2003,2003,7,PARA,-6.1485133,-52.450764,3814
ro_2003,2003,7,RONDONIA,-10.877725,-62.719353,1673
to_2003,2003,7,TOCANTINS,-7.212953,-48.43775,64
ac_2003,2003,8,ACRE,-9.5301485,-68.89688,3163
am_2003,2003,8,AMAPA,1.086,-51.217285,21
am_2003,2003,8,AMAZONAS,-7.593765,-64.61716,3017
ma_2003,2003,8,MARANHAO,-3.4285674,-45.718056,356
ma_2003,2003,8,MATO GROSSO,-10.8349495,-57.26947,10224
pa_2003,2003,8,PARA,-6.908969,-51.98416,8875
ro_2003,2003,8,RONDONIA,-10.588215,-62.980167,9049
ro_2003,2003,8,RORAIMA,1.6113334,-60.506332,6
to_2003,2003,8,TOCANTINS,-6.9697776,-48.542072,54
ac_2003,2003,9,ACRE,-9.567954,-69.16888,5803
am_2003,2003,9,AMAPA,1.4439408,-51.05149,135
am_2003,2003,9,AMAZONAS,-6.9408503,-64.97141,2594
ma_2003,2003,9,MARANHAO,-3.7474508,-45.97908,672
ma_2003,2003,9,MATO GROSSO,-11.067409,-55.677338,14666
pa_2003,2003,9,PARA,-6.645189,-50.84045,12633
ro_2003,2003,9,RONDONIA,-11.075364,-62.839016,10774
ro_2003,2003,9,RORAIMA,2.4935,-60.610874,8
to_2003,2003,9,TOCANTINS,-7.157988,-48.607628,504
ac_2003,2003,10,ACRE,-9.6583,-69.096054,1041
am_2003,2003,10,AMAPA,1.5644715,-51.19236,526
am_2003,2003,10,AMAZONAS,-4.8708954,-61.641434,1851
ma_2003,2003,10,MARANHAO,-4.300422,-46.06665,3069
ma_2003,2003,10,MATO GROSSO,-12.55322,-57.150726,4384
pa_2003,2003,10,PARA,-3.8859577,-51.19279,6673
ro_2003,2003,10,RONDONIA,-10.926759,-63.073868,7591
ro_2003,2003,10,RORAIMA,2.162875,-60.728207,24
to_2003,2003,10,TOCANTINS,-6.63161,-48.536636,182
